highstreet_id,2,6,9,12,18,19,36,39,41,43,44,45,53,54,56,57,60,61,63,66,67,68,70,76,78,79,85,87,88,89,94,95,96,97,103,107,114,132,143,150,151,153,155,156,158,161,162,164,165,166,167,171,178,179,185,187,189,191,199,200,202,204,206,207,211,212,214,224,226,228,231,233,234,235,236,238,241,244,248,250,252,253,269,270,273,274,276,281,283,284,285,287,288,289,290,291,292,294,295,300,301,304,307,308,309,310,312,318,319,320,322,324,326,333,335,336,337,338,340,344,345,347,348,356,357,359,361,364,368,370,371,375,377,387,390,391,392,393,394,396,397,402,404,405,412,422,426,427,430,431,433,434,435,436,438,450,451,452,455,463,464,469,470,471,472,473,474,475,479,480,483,484,489,490,492,493,494,495,498,502,503,504,505,506,507,508,509,510,511,512,513,515,516,517,519,520,521,522,523,524,525,527,529,530,531,532,533,534,535,536,537,538,539,541,542,543,545,546,547,548,549,550,551,554,555,556,557,558,559,560,561,566,567,568,569,570,572,574,575,576,577,578,579,580,581,582,583,584,587,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,609,610,611,612,613,614,616
2,1,0.113227703,0.251229717,0,0.427960493,0.203362959,0.250640206,0.251229717,0.320256308,0.092450033,0.042796049,0.354458778,0.452910814,0,0.30382181,0,0.409293742,0.219826003,0,0.080064077,0.218096219,0,0.13074409,0,0.196116135,0.306924907,0.253184842,0.452910814,0.138675049,0.354458778,0.160128154,0.170697185,0.151910905,0.184900065,0.217262047,0.292352673,0.360288346,0.120096115,0.160128154,0.056613852,0.157018573,0.256776296,0.256776296,0.396296962,0.359546248,0.354458778,0.452910814,0.184900065,0.113227703,0.160128154,0.196116135,0.299572345,0,0,0.196116135,0.113227703,0.196116135,0.253184842,0.035805744,0,0.151306883,0.065372045,0.13074409,0.283278862,0.509524665,0.26148818,0.196116135,0.226455407,0.506369684,0.358057437,0,0.102418311,0.231125082,0.13074409,0.457604315,0.050636968,0.33968311,0.160128154,0.214834462,0,0.241402275,0.33968311,0,0.184900065,0.13074409,0.188712839,0.337690817,0.227866358,0.128388148,0.465474668,0.253833204,0.50323628,0.123541553,0.269535847,0.384464525,0.371884219,0.102418311,0.282633432,0.113227703,0.320256308,0.226455407,0.226455407,0.283069259,0.085592099,0.467764277,0.226455407,0.26148818,0.207809733,0.163430113,0.360288346,0.27235239,0,0.326860225,0.300240288,0.405925012,0.242091013,0.320256308,0.200160192,0.220176211,0.588348405,0.196116135,0.264197975,0.362371538,0.092450033,0.253184842,0.354458778,0.169841555,0.092450033,0.231125082,0.120096115,0.33968311,0,0.094211144,0,0.253184842,0.113227703,0.320256308,0.277350098,0.320256308,0.065372045,0,0.226455407,0.277350098,0.226455407,0.480384461,0,0.342368394,0.373632359,0.294392029,0,0.226455407,0.396296962,0.26148818,0.32158794,0.160128154,0.113227703,0.253184842,0.171184197,0.138675049,0.188422288,0.33968311,0.160128154,0.337963185,0.101273937,0.196116135,0.26148818,0.13074409,0.080064077,0.196116135,0.160128154,0,0.283069259,0.28644595,0.226455407,0.377498253,0.26148818,0.224471818,0.169841555,0.181833517,0.318941081,0.394208264,0.151910905,0.179028719,0.367990036,0.184900065,0.268915796,0.2136023,0,0.19451516,0.150970271,0.264197975,0.402378601,0.400320385,0.274617518,0.188712839,0.210258567,0.348650907,0.126592421,0.202547873,0.299572345,0.311376184,0.415168246,0.384464525,0.279217797,0.135873244,0.313803202,0.314037147,0.196116135,0.379157861,0.168206853,0.45353942,0.143222975,0.273218722,0.547049425,0.317195768,0.346944333,0.184900065,0.446598869,0.409673245,0.38882553,0.380521195,0.244263575,0.164770511,0.404095097,0.312255302,0.346944333,0.228802158,0.236305852,0.23897606,0.214834462,0.410383867,0.151910905,0.151306883,0.240192231,0.28968273,0.353675876,0.385164443,0.449358517,0.405306679,0.493710441,0.280260462,0.259705691,0.184900065,0.33031916,0.323575114,0.125614859,0.259705691,0.385164443,0.481051199,0.226455407,0.138675049,0.326860225,0,0.251229717,0.320256308,0.283315299,0.27235239,0.30382181,0.212486474,0.405998971,0.283315299,0.280224269,0.345440861,0.40824829,0.13074409,0.300093794,0.249100948,0.323575114,0.45392065,0.306924907,0.339042802,0.38964325,0.465362994,0.26148818,0.160128154
6,0.113227703,1,0.138675049,0,0.188982237,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0.11785113,0,0,0.288675135,0,0,0,0,0,0.204124145,0,0,0,0,0.204124145,0,0,0,0.353553391,0.353553391,0.25,0.138675049,0.188982237,0,0,0.144337567,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0.223606798,0.316227766,0,0.150755672,0.204124145,0.288675135,0,0.223606798,0,0,0,0,0,0.25,0.353553391,0,0,0.166666667,0.114707867,0.111803399,0.188982237,0.052704628,0.080064077,0.113960576,0.109108945,0,0.040422604,0.042107596,0.150755672,0,0,0,0,0,0,0,0.129099445,0,0.288675135,0,0,0,0.133630621,0,0,0.088388348,0,0.133630621,0,0,0.088388348,0,0,0.083333333,0,0,0,0.223606798,0.25,0,0.204124145,0,0,0,0,0,0.223606798,0.25,0,0,0.353553391,0,0.25,0.125,0,0,0.176776695,0,0,0.11785113,0.1,0.5,0.166666667,0.125,0,0.129099445,0.23570226,0,0,0.188982237,0,0.138675049,0,0.530330086,0.106600358,0,0,0.288675135,0.288675135,0.353553391,0.288675135,0,0,0,0.158113883,0,0.196116135,0.288675135,0,0.125,0,0.12803688,0.087038828,0.111803399,0.158113883,0,0.204124145,0,0,0,0,0,0,0.050767308,0,0,0,0,0.096225045,0.111803399,0,0.125988158,0.125,0.166666667,0.121267813,0.082199494,0,0,0.069337525,0,0.057735027,0,0.105409255,0,0,0.062745581,0.221162934,0,0.204124145,0.179284291,0.075377836,0,0.210042013,0,0,0,0,0.11785113,0,0.298142397,0,0.158113883,0.106600358,0.111803399,0,0.176776695,0.159900537,0.082199494,0,0.188982237,0.057735027,0.111803399,0,0.104257207,0,0.145864991,0,0,0.104257207,0,0.111803399,0,0.204124145,0.144337567,0,0,0,0,0.133630621,0,0.104257207,0.119522861,0.208514414,0.176776695,0,0.416025147,0,0.055215763,0,0.204124145,0,0.104257207,0.065094455,0,0.246598481,0,0
9,0.251229717,0.138675049,1,0,0.104828484,0.199254193,0.175411604,0.076923077,0.196116135,0,0.104828484,0.372104204,0,0,0.124034735,0,0.214834462,0,0.209656967,0,0.200334169,0,0,0,0.160128154,0.057831493,0.124034735,0,0.113227703,0.124034735,0,0.250872603,0,0,0.118262479,0.214834462,0.098058068,0.098058068,0,0,0.384615385,0.314485451,0,0.138675049,0.160128154,0.248069469,0,0.113227703,0,0,0,0.209656967,0,0.138675049,0.320256308,0,0,0.124034735,0.087705802,0,0.222374795,0,0.160128154,0.160128154,0.138675049,0.160128154,0.320256308,0,0.372104204,0.263117406,0,0,0.113227703,0.320256308,0,0,0,0,0.219264505,0,0.295656198,0.138675049,0.196116135,0.226455407,0.160128154,0.184900065,0.318142381,0.186052102,0.104828484,0.32158794,0.177646237,0.221248839,0.242091013,0.271857473,0.156956985,0.326999285,0.083624201,0.153846154,0,0.196116135,0,0,0,0,0.143222975,0,0.240192231,0.381770858,0,0.196116135,0.222374795,0,0.240192231,0.294174203,0.28408833,0.148249863,0.098058068,0.196116135,0.196116135,0.160128154,0,0.231125082,0.23897606,0,0.124034735,0.124034735,0.277350098,0,0.113227703,0.098058068,0.138675049,0,0.153846154,0,0,0,0,0,0.196116135,0.080064077,0,0.208012574,0,0.138675049,0.098058068,0,0.209656967,0.065372045,0.277350098,0,0.092450033,0.208012574,0.160128154,0.143222975,0.457604315,0,0.124034735,0.104828484,0,0.153846154,0.277350098,0.098058068,0.354787438,0.248069469,0.160128154,0.160128154,0,0,0.160128154,0,0,0.138675049,0.43852901,0,0.163178488,0.320256308,0.169181974,0,0.445399334,0.319599371,0.241402275,0.062017367,0.087705802,0.138675049,0.113227703,0.138675049,0.190260598,0.104828484,0.173259233,0.092450033,0,0.056321272,0.13074409,0.201801838,0.184900065,0.257513101,0.42700841,0.310086836,0.124034735,0.244599795,0.208012574,0.277350098,0.067267279,0.182384301,0.388290137,0.323645358,0.307692308,0.213504205,0.288230677,0.206010481,0.292352673,0.087705802,0.352234977,0.261037394,0.245358246,0.196116135,0.226455407,0.331496772,0.292684704,0.304775727,0.155347127,0.217571317,0.269069118,0.089984254,0.404929144,0.26148818,0,0.206724558,0.167248402,0.087705802,0.236524958,0,0.074124932,0.294174203,0.206959339,0.455960753,0.209656967,0.366899693,0.288230677,0.279078153,0.062408648,0.115662986,0.113227703,0.242734018,0.226455407,0.153846154,0.115662986,0.209656967,0.062017367,0,0,0.080064077,0,0.153846154,0,0.057831493,0.296499727,0.248069469,0.115662986,0.198898063,0.289157466,0,0.076923077,0.307692308,0.160128154,0.275653751,0.277350098,0.33968311,0.074124932,0.057831493,0.288863258,0.127256953,0.182384301,0.080064077,0.294174203
12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.447213595,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.427960493,0.188982237,0.104828484,0,1,0.067884423,0.239045722,0.209656967,0.801783726,0.15430335,0,0.169030851,0.755928946,0,0.676123404,0,0.390360029,0.104828484,0,0.089087081,0.136504727,0,0.43643578,0,0.43643578,0.472866244,0.338061702,0.755928946,0,0.338061702,0.267261242,0.113960576,0.169030851,0.46291005,0.241746889,0.292770022,0.267261242,0.133630621,0.534522484,0.188982237,0,0.285714286,0.428571429,0.377964473,0.109108945,0.338061702,0.755928946,0.15430335,0,0.267261242,0.21821789,0.428571429,0,0.188982237,0,0.188982237,0.21821789,0.169030851,0,0.21821789,0.101015254,0,0.21821789,0.145478593,0.56694671,0.21821789,0,0.377964473,0.507092553,0.358568583,0,0.113960576,0.15430335,0.21821789,0.654653671,0.169030851,0.56694671,0.267261242,0.179284291,0,0.241746889,0.377964473,0.534522484,0.3086067,0.43643578,0,0.260132991,0.084515425,0,0.43825049,0.121045507,0.301511345,0.08247861,0.105851225,0.275009549,0.127321403,0.227921153,0.104828484,0,0,0.377964473,0.377964473,0.377964473,0,0.195180015,0.377964473,0.21821789,0.260132991,0.109108945,0.133630621,0.404061018,0,0.109108945,0.267261242,0.338753743,0.202030509,0.133630621,0.133630621,0.133630621,0.654653671,0.21821789,0.314970394,0.232621053,0.15430335,0.169030851,0.338061702,0,0,0.15430335,0.133630621,0.755928946,0,0.104828484,0,0.507092553,0.188982237,0.534522484,0.46291005,0.267261242,0,0.188982237,0.283473355,0.3086067,0.377964473,0.668153105,0,0,0.267261242,0.151185789,0,0,0.377964473,0.43643578,0.097590007,0.178174161,0,0.169030851,0.142857143,0.15430335,0.104828484,0,0.400891863,0.161164593,0,0,0.21821789,0.21821789,0,0,0,0,0.188982237,0.119522861,0.377964473,0.518874522,0.21821789,0.115278084,0.377964473,0.086710997,0.241966959,0.460566186,0.169030851,0.239045722,0.283473355,0.15430335,0.236227796,0.194461117,0,0.177084401,0.125988158,0.251976315,0.191882389,0.178174161,0.366679399,0.251976315,0.210558722,0.072739297,0,0.338061702,0.238095238,0.377964473,0.377964473,0.275009549,0.18641093,0.075592895,0.165395354,0.052414242,0.072739297,0.174574312,0.140372481,0.239045722,0.239045722,0.144004608,0.450596405,0.111455643,0.267261242,0.15430335,0.316227766,0.284901441,0.311504479,0.582181736,0.148249863,0.183339699,0.183941802,0.183941802,0.267261242,0.327326835,0.112687234,0.341881729,0.119522861,0.241746889,0,0.202030509,0.133630621,0.201455741,0.310684883,0.428571429,0.142857143,0.043643578,0.380319415,0.085048651,0.078811041,0.46291005,0.275658923,0.3086067,0,0.236433122,0.428571429,0.676123404,0.251976315,0.15430335,0.43643578,0,0.209656967,0.534522484,0.157622081,0.303045763,0.676123404,0.315244162,0.09035079,0.236433122,0.400891863,0.314485451,0.314485451,0,0.041739194,0.151185789,0.15430335,0.656599154,0.315244162,0.196827133,0.520265982,0.497095813,0.21821789,0.133630621
19,0.203362959,0,0.199254193,0,0.067884423,1,0.227184734,0.298881289,0,0.29329423,0,0.080321933,0,0,0.240965799,0.359210604,0.092747779,0.149440644,0.135768847,0.423333757,0.151353563,0.179605302,0.103695169,0,0.311085508,0.224701766,0.401609664,0,0.219970673,0.080321933,0.127000127,0.433224289,0.401609664,0,0.114875937,0.324617227,0.317500318,0.127000127,0.127000127,0.089802651,0.099627096,0,0.339422117,0,0.259237924,0,0,0.073323558,0.359210604,0.381000381,0.311085508,0,0,0.089802651,0,0.089802651,0.414780678,0.240965799,0.17038855,0,0.24000768,0.311085508,0,0.414780678,0.089802651,0.414780678,0.103695169,0.269407953,0.160643866,0.227184734,0.103695169,0.379071253,0.146647115,0,0.311085508,0.160643866,0.179605302,0.127000127,0.227184734,0.207390339,0.229751874,0,0,0.073323558,0.103695169,0.059868434,0.247225693,0.281126765,0.135768847,0.340777101,0.402638116,0.245615085,0.15677236,0.352096818,0.261364105,0.317635395,0.216612144,0.149440644,0,0,0.179605302,0.179605302,0.089802651,0.271537693,0.231869448,0.179605302,0.207390339,0.288429975,0.259237924,0.349250349,0.24000768,0,0.259237924,0.254000254,0.321945435,0.192006144,0.317500318,0.127000127,0.190500191,0.103695169,0.311085508,0.329276387,0.420049804,0.073323558,0.080321933,0,0.269407953,0.439941345,0.146647115,0.444500445,0.089802651,0.359210604,0.448321933,0.179605302,0.160643866,0.179605302,0,0.219970673,0.127000127,0.362933093,0,0.134703977,0.29329423,0,0.063500064,0.271537693,0.20365327,0.127000127,0.359210604,0,0.419079038,0.134703977,0.103695169,0.231869448,0.338667005,0.269407953,0.240965799,0.20365327,0.146647115,0.099627096,0,0.190500191,0.42121177,0.240965799,0.103695169,0.103695169,0.103695169,0.254000254,0.207390339,0.254000254,0,0.359210604,0.056796183,0.179605302,0.317011479,0.311085508,0.219116414,0.224506628,0.37083854,0.27595323,0.40644851,0.080321933,0.454369467,0.40411193,0.146647115,0.381661267,0.338822607,0.135768847,0.336595628,0.059868434,0,0.182361555,0.169333503,0.348485473,0.119736868,0.166759336,0.345650565,0.200804832,0.160643866,0.248909552,0.179605302,0.119736868,0.130682053,0.206688508,0.215526362,0.44536814,0.224160967,0.345650565,0.248868407,0.300166806,0.302912978,0.17038855,0.342148443,0.349352607,0.238332214,0.211666878,0.073323558,0.279070214,0.162459108,0.22203617,0.226347955,0.211340986,0.217803421,0.233086619,0.349629928,0,0.103695169,0.294513754,0.379071253,0.283980917,0.191459895,0.160643866,0.24000768,0.127000127,0.229751874,0.354323157,0.067884423,0.339422117,0.331824542,0.461851114,0.141450227,0.149801177,0,0.235783133,0.073323558,0.149440644,0.337052649,0.067884423,0.080321933,0.119736868,0.073323558,0.259237924,0.207390339,0.249067741,0,0.112350883,0.336010753,0.321287732,0.224701766,0.322004093,0.224701766,0.317500318,0.348694837,0.049813548,0.103695169,0.317345402,0.287368483,0.403279566,0.192006144,0.449403532,0.257208805,0.288429975,0.177161579,0.207390339,0.190500191
36,0.250640206,0,0.175411604,0,0.239045722,0.227184734,1,0.175411604,0.223606798,0.25819889,0,0.282842712,0,0,0.282842712,0,0.244948974,0.263117406,0,0.074535599,0.190346747,0,0.182574186,0,0.365148372,0.263752189,0,0,0,0.141421356,0.223606798,0.190692518,0.141421356,0,0.269679945,0.244948974,0.111803399,0.111803399,0.223606798,0,0.087705802,0.358568583,0.239045722,0.158113883,0.365148372,0.141421356,0,0.129099445,0,0.223606798,0.182574186,0.239045722,0,0.158113883,0.182574186,0.158113883,0.182574186,0.282842712,0.1,0,0.169030851,0.365148372,0.182574186,0.365148372,0.316227766,0.182574186,0.182574186,0,0.282842712,0.1,0,0.190692518,0.25819889,0.182574186,0.182574186,0.141421356,0.316227766,0.223606798,0.35,0.182574186,0.269679945,0,0.223606798,0.129099445,0.547722558,0.105409255,0.43528575,0.212132034,0,0.266666667,0.405095747,0.216224991,0.276026224,0.265684466,0.178958497,0.346205367,0.095346259,0.350823208,0,0.223606798,0.316227766,0.316227766,0,0,0.244948974,0.316227766,0.182574186,0.2901905,0.456435465,0.279508497,0.169030851,0,0.365148372,0.167705098,0.283421716,0.169030851,0.223606798,0.223606798,0.167705098,0.365148372,0.182574186,0.263523138,0.311399578,0.129099445,0.282842712,0.141421356,0.158113883,0,0.129099445,0.111803399,0.316227766,0,0.350823208,0.316227766,0,0.316227766,0,0.129099445,0.223606798,0,0,0.158113883,0,0,0.111803399,0.119522861,0.239045722,0.074535599,0,0,0.210818511,0.158113883,0,0.40824829,0.149071198,0,0.424264069,0.239045722,0.129099445,0.087705802,0.316227766,0.111803399,0.337099931,0,0.182574186,0.182574186,0.182574186,0,0,0,0,0.158113883,0.3,0.316227766,0.186052102,0.365148372,0.048224282,0.316227766,0.14509525,0.242932899,0.275240941,0.141421356,0.3,0.395284708,0.129099445,0.395284708,0.054232614,0.119522861,0.296318879,0.105409255,0,0.12843226,0.298142397,0.306785996,0.105409255,0.234888088,0.243432248,0.070710678,0,0.119522861,0.158113883,0.316227766,0.230089497,0.103975049,0.18973666,0.369012483,0.175411604,0.243432248,0.219089023,0.117444044,0.2,0.1,0.200804832,0.257944632,0.233126202,0.447213595,0.387298335,0.302371578,0.286038777,0.173748897,0.398526698,0.248069469,0.076696499,0.256494588,0.307793506,0.298142397,0.091287093,0.047140452,0.190692518,0.1,0.134839972,0.141421356,0.169030851,0.111803399,0.168549966,0.311925147,0.239045722,0.239045722,0.292118697,0.318198052,0.10673521,0.263752189,0.129099445,0.184506242,0.129099445,0.087705802,0.197814142,0.239045722,0.141421356,0,0.129099445,0.182574186,0.182574186,0.263117406,0,0.065938047,0.253546276,0.282842712,0.197814142,0.302371578,0.197814142,0.111803399,0.175411604,0.087705802,0,0.209529089,0.252982213,0.322748612,0.211288564,0.395628284,0.205846742,0.217642875,0.311925147,0.365148372,0.111803399
39,0.251229717,0,0.076923077,0,0.209656967,0.298881289,0.175411604,1,0.196116135,0.113227703,0,0.124034735,0.277350098,0,0.248069469,0.277350098,0.28644595,0,0,0.13074409,0.066778056,0.138675049,0,0,0.160128154,0.289157466,0.496138938,0.277350098,0.226455407,0.372104204,0,0.418121005,0.248069469,0.113227703,0.05913124,0.28644595,0.490290338,0.196116135,0,0,0.230769231,0.209656967,0.209656967,0.277350098,0.080064077,0.248069469,0.277350098,0,0.277350098,0.196116135,0.160128154,0.209656967,0,0,0.160128154,0,0.160128154,0.372104204,0.087705802,0,0.222374795,0.320256308,0,0.160128154,0.277350098,0.160128154,0.160128154,0.277350098,0.372104204,0.175411604,0,0.418121005,0,0,0.320256308,0.248069469,0.138675049,0,0.087705802,0.320256308,0.236524958,0.138675049,0,0.226455407,0.160128154,0.184900065,0.127256953,0.186052102,0.104828484,0.496999544,0.266469355,0.347676748,0.242091013,0.155347127,0.224224265,0.186856734,0.083624201,0.153846154,0,0.196116135,0,0,0.138675049,0.209656967,0.214834462,0,0.240192231,0.063628476,0,0.147087101,0.222374795,0,0.240192231,0.196116135,0.28408833,0.148249863,0.294174203,0.098058068,0.245145169,0.320256308,0.320256308,0.184900065,0.409673245,0,0.248069469,0.248069469,0.277350098,0.33968311,0,0.294174203,0.277350098,0.277350098,0.076923077,0,0.372104204,0,0.39223227,0.33968311,0,0.320256308,0.138675049,0.138675049,0.33968311,0.138675049,0.294174203,0.314485451,0.314485451,0.065372045,0.277350098,0,0.277350098,0.346687623,0.320256308,0,0.13074409,0.138675049,0.372104204,0.314485451,0,0.076923077,0.277350098,0.098058068,0.236524958,0,0.320256308,0,0,0.196116135,0.160128154,0.196116135,0,0.138675049,0.175411604,0,0.380749805,0.320256308,0.253772961,0,0.190885429,0.248577288,0.337963185,0.062017367,0.175411604,0.277350098,0,0.31201886,0.190260598,0,0.216574041,0,0.092450033,0.112642543,0.13074409,0.538138235,0.092450033,0.103005241,0.213504205,0.062017367,0.248069469,0.209656967,0.277350098,0.184900065,0.067267279,0.091192151,0.166410059,0.202278349,0.153846154,0.213504205,0.064051262,0.05150262,0.204646871,0.175411604,0.281787981,0.469867309,0.163572164,0.26148818,0.226455407,0.23204774,0.334496804,0.228581795,0.155347127,0.163178488,0.134534559,0.044992127,0.134976381,0.326860225,0.080064077,0.248069469,0.250872603,0.175411604,0.177393719,0.062017367,0.222374795,0.098058068,0.118262479,0.455960753,0.209656967,0.314485451,0.256205046,0.310086836,0.124817296,0.057831493,0.113227703,0.202278349,0.33968311,0.307692308,0.346988959,0.314485451,0.186052102,0.184900065,0,0.240192231,0.320256308,0.153846154,0.196116135,0.115662986,0.222374795,0.248069469,0.346988959,0.132598709,0.17349448,0.39223227,0.384615385,0.230769231,0,0.183769168,0.277350098,0.226455407,0.296499727,0.289157466,0.216647443,0.381770858,0.410364677,0.080064077,0
41,0.320256308,0,0.196116135,0,0.801783726,0,0.223606798,0.196116135,1,0,0,0,0.707106781,0,0.632455532,0,0.365148372,0,0,0,0,0,0,0,0.40824829,0.442325868,0.316227766,0.707106781,0,0.316227766,0,0.213200716,0,0.288675135,0,0.182574186,0.25,0,0,0,0,0.267261242,0.267261242,0.353553391,0,0.316227766,0.707106781,0,0,0,0,0.534522484,0,0.353553391,0,0,0,0,0,0,0,0,0.40824829,0,0.353553391,0,0,0.353553391,0.632455532,0.223606798,0,0,0,0.40824829,0.40824829,0,0.353553391,0,0,0,0.150755672,0.353553391,0.5,0.288675135,0.40824829,0,0,0,0,0.372677996,0,0.241746889,0,0,0.171498585,0.059549133,0,0,0,0,0,0,0.353553391,0,0.182574186,0,0.204124145,0.162221421,0,0.125,0.377964473,0,0,0.125,0.181071492,0,0,0,0,0.40824829,0,0.23570226,0.087038828,0,0,0.316227766,0,0,0,0,0.707106781,0,0,0,0.316227766,0,0.5,0.288675135,0,0,0,0.176776695,0.288675135,0.353553391,0.5,0,0,0.166666667,0.141421356,0,0,0.353553391,0.40824829,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0.277350098,0,0.107832773,0,0,0.181071492,0.246182982,0,0,0.176776695,0,0.088388348,0.121267813,0,0.110431526,0,0.23570226,0.143591632,0,0.34299717,0.23570226,0.131306433,0,0,0.316227766,0.089087081,0.353553391,0.23570226,0.171498585,0.116247639,0,0,0,0,0.081649658,0,0.074535599,0.223606798,0.089802651,0.266206953,0,0.166666667,0,0.169030851,0.213200716,0.291385759,0.297044263,0,0.171498585,0.114707867,0.114707867,0.166666667,0.204124145,0,0.213200716,0,0.150755672,0,0.188982237,0,0.075377836,0.232495277,0.267261242,0.133630621,0,0.158113883,0.079555728,0,0.577350269,0.206284249,0.288675135,0,0.147441956,0.267261242,0.474341649,0.23570226,0,0.204124145,0,0,0.5,0.147441956,0,0.632455532,0.147441956,0,0.147441956,0.25,0.196116135,0.196116135,0,0,0.141421356,0.144337567,0.472455591,0,0.184114924,0.486664263,0.348742916,0,0
